City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
287,Sayat,TM,38.7839,63.8803,13.87,41,100,7.34,overcast clouds
288,Marfino,RU,55.7028,37.3822,12.34,84,0,8.95,clear sky
289,Lompoc,US,34.6391,-120.4579,58.01,88,20,5.75,few clouds
290,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,86,100,16.55,overcast clouds
291,Coihueco,CL,-36.6167,-71.8333,72.34,31,0,5.75,clear sky
292,Nouadhibou,MR,20.931,-17.0347,64.38,94,0,5.75,clear sky
293,Flinders,AU,-34.5833,150.8552,89.26,62,6,5.01,clear sky
294,Ewa Beach,US,21.3156,-158.0072,81.77,69,100,10.36,overcast clouds
295,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,20,18.41,few clouds
296,Lagoa,PT,39.05,-27.9833,59.68,67,62,9.17,broken clouds
297,Ahipara,NZ,-35.1667,173.1667,67.69,58,1,5.03,clear sky
298,Tambo,PE,-14.8,-73.9167,34.47,63,49,2.93,scattered clouds
299,Selma,US,36.5708,-119.6121,60.58,88,48,3.44,scattered clouds
300,Tessalit,ML,20.1986,1.0114,73.81,17,100,12.33,overcast clouds
301,Inhambane,MZ,-23.865,35.3833,76.12,89,2,7.85,clear sky
302,Bubaque,GW,11.2833,-15.8333,79.29,72,100,9.62,overcast clouds
303,Port-De-Bouc,FR,43.4,4.9833,44.76,96,0,3.44,clear sky
304,Newala,TZ,-10.9431,39.2787,65.12,92,39,4.45,scattered clouds
305,Fort Nelson,CA,58.8053,-122.7002,15.39,64,100,5.75,light snow
306,Dingle,PH,10.9995,122.6711,77.41,92,100,7.92,overcast clouds
307,Khatanga,RU,71.9667,102.5,0.1,98,100,3.83,light snow
308,Korla,CN,41.7597,86.1469,22.53,35,100,1.28,overcast clouds
309,Chesma,RU,53.8111,60.6533,11.12,94,100,10.42,light snow
310,Imbituba,BR,-28.24,-48.6703,72.5,99,100,4.7,overcast clouds
311,Siirt,TR,37.9326,41.9403,43.81,64,11,2.1,few clouds
312,Esperance,AU,-33.8667,121.9,64.29,73,100,12.21,overcast clouds
313,Khasan,RU,42.4308,130.6434,23.52,40,0,15.48,clear sky
314,Aykhal,RU,66.0,111.5,-12.98,97,100,20.27,overcast clouds
315,Mikhaylovka,RU,50.06,43.2379,9.79,77,1,5.97,clear sky
316,Qaanaaq,GL,77.484,-69.3632,1.42,69,100,8.63,overcast clouds
317,Touros,BR,-5.1989,-35.4608,77.92,76,9,12.95,clear sky
318,Carauari,BR,-4.8828,-66.8958,74.68,90,9,2.19,clear sky
319,Iskateley,RU,67.6803,53.1512,5.31,87,21,9.57,few clouds
320,Sao Cristovao,BR,-11.0147,-37.2064,76.91,83,40,11.5,scattered clouds
321,Muroto,JP,33.2833,134.15,57.36,60,69,1.66,broken clouds
322,Niquero,CU,20.0431,-77.5828,75.76,63,1,20.4,clear sky
323,Avera,US,33.194,-82.5271,55.38,56,99,4.56,overcast clouds
324,Talaya,RU,61.3833,152.75,-22.56,97,100,1.14,overcast clouds
325,Beringovskiy,RU,63.05,179.3167,6.64,82,83,8.59,broken clouds
326,Lac Du Bonnet,CA,50.2536,-96.0612,25.16,90,100,12.15,overcast clouds
327,Sobradinho,BR,-12.8333,-39.1,69.37,98,84,3.53,broken clouds
328,Salalah,OM,17.0151,54.0924,73.49,78,20,5.75,few clouds
329,Anadyr,RU,64.75,177.4833,9.1,84,20,35.79,few clouds
330,Nanchang,CN,28.6833,115.8833,43.39,83,100,9.62,overcast clouds
331,Kayankulam,IN,9.1833,76.5,75.96,89,97,4.94,light rain
332,Champoton,MX,19.35,-90.7167,76.62,82,58,7.83,broken clouds
333,Guerrero Negro,MX,27.9769,-114.0611,64.18,81,100,11.43,overcast clouds
334,Kamina,CD,-8.7386,24.9906,62.28,99,100,4.97,light rain
335,Perundurai,IN,11.2667,77.5833,71.91,90,66,4.68,broken clouds
336,Pitimbu,BR,-7.4706,-34.8086,79.39,81,17,11.52,few clouds
337,Bayan,CN,46.0833,127.4,5.09,76,6,9.24,clear sky
338,Kruisfontein,ZA,-34.0033,24.7314,56.88,86,97,7.7,light rain
339,Rio Grande,BR,-32.035,-52.0986,68.29,92,0,9.15,clear sky
340,Garowe,SO,8.4054,48.4845,66.61,72,89,7.47,overcast clouds
341,Elizabeth City,US,36.2946,-76.2511,42.8,75,0,9.22,clear sky
342,Marrakesh,MA,31.6315,-8.0083,53.67,71,40,5.75,scattered clouds
343,Gondomar,PT,41.1445,-8.5322,51.24,84,0,13.0,clear sky
344,Port Hedland,AU,-20.3167,118.5667,105.85,14,12,13.8,few clouds
345,Chuy,UY,-33.6971,-53.4616,63.82,95,0,5.44,clear sky
346,Portoferraio,IT,42.8115,10.3146,61.97,76,66,13.44,broken clouds
347,Kibre Mengist,ET,5.8833,38.9833,51.44,80,73,2.46,broken clouds
348,Mingaora,PK,34.7758,72.3625,48.2,35,28,5.55,scattered clouds
349,Amos,CA,48.5669,-78.1162,20.43,85,100,7.43,overcast clouds
350,Tual,ID,-5.6667,132.75,82.62,72,76,4.72,broken clouds
351,Serpa,PT,37.9458,-7.5975,53.56,92,100,18.54,overcast clouds
352,Vardo,NO,70.3705,31.1107,26.58,80,100,14.97,overcast clouds
353,Moctezuma,MX,29.8,-109.6667,68.4,62,100,6.15,overcast clouds
354,Peace River,CA,56.2501,-117.286,19.71,53,100,4.61,overcast clouds
355,Kilindoni,TZ,-7.9139,39.6668,79.02,76,15,6.53,few clouds
356,Axim,GH,4.8699,-2.2405,78.15,87,90,6.67,overcast clouds
357,Kuching,MY,1.55,110.3333,84.29,88,20,2.3,few clouds
358,Xai-Xai,MZ,-25.0519,33.6442,74.14,91,0,9.1,clear sky
359,Tiarei,PF,-17.5333,-149.3333,86.02,79,46,16.02,light rain
360,Maravilha,BR,-26.7608,-53.1725,67.62,94,46,1.05,scattered clouds
361,Fonte Boa,BR,-2.4959,-66.2662,77.9,83,98,1.61,overcast clouds
362,Urumqi,CN,43.801,87.6005,9.55,73,100,4.47,overcast clouds
363,Bukachacha,RU,52.9833,116.9167,-7.15,87,57,3.13,broken clouds
364,Inyonga,TZ,-6.7167,32.0667,65.35,85,100,2.98,overcast clouds
365,Luderitz,NA,-26.6481,15.1594,59.27,72,0,16.71,clear sky
366,Adrar,MR,20.5022,-10.0711,69.89,23,2,3.94,clear sky
367,Slidell,US,30.2752,-89.7812,66.04,91,100,3.0,overcast clouds
368,College,US,64.8569,-147.8028,14.09,85,40,4.61,mist
369,Northam,GB,51.0333,-4.2167,40.39,74,100,12.39,overcast clouds
370,Peterhead,GB,57.5058,-1.7981,39.6,69,100,15.32,overcast clouds
371,Otane,NZ,-39.8833,176.6333,76.75,37,0,5.26,clear sky
372,Gundorovskiy,RU,46.7805,41.8968,18.37,63,10,15.75,clear sky
373,Arrifes,PT,37.7667,-25.7,55.65,82,40,5.75,very heavy rain
374,Launceston,AU,-41.45,147.1667,63.34,70,100,24.16,overcast clouds
375,Hamilton,US,39.1834,-84.5333,34.93,58,0,4.61,clear sky
376,Mogadishu,SO,2.0371,45.3438,78.87,76,85,13.78,overcast clouds
377,Cooma,AU,-36.2333,149.1333,72.18,41,100,12.15,light rain
378,Svetlogorsk,BY,52.6333,29.7333,16.83,82,100,9.06,overcast clouds
379,Pathein,MM,16.7833,94.7333,79.61,72,77,8.95,broken clouds
380,Labuhan,ID,-6.8844,112.2051,83.68,74,98,5.68,overcast clouds
381,Nipawin,CA,53.3668,-104.0009,14.04,67,0,20.71,clear sky
382,Mapimi,MX,25.8167,-103.85,66.83,49,15,5.37,few clouds
383,Bairiki,KI,1.3292,172.9752,86.0,74,20,8.05,few clouds
384,Santa Rosa,PH,14.3122,121.1114,84.11,80,100,11.81,overcast clouds
385,Yerbogachen,RU,61.2767,108.0108,8.2,89,100,13.49,overcast clouds
386,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,90,100,8.99,overcast clouds
387,Barreiras,BR,-12.1528,-44.99,67.84,94,25,2.77,scattered clouds
388,Arroyo,ES,41.6096,-4.7969,42.6,88,47,5.75,mist
389,Olafsvik,IS,64.8945,-23.7142,42.73,79,98,6.26,overcast clouds
390,Bang Saphan,TH,11.2126,99.5117,78.33,90,100,11.12,moderate rain
391,Lithakia,GR,37.7167,20.8333,54.77,80,75,20.24,broken clouds
392,Sinop,TR,41.7711,34.8709,43.61,92,100,1.63,overcast clouds
393,Hambantota,LK,6.1241,81.1185,73.74,100,40,2.3,scattered clouds
394,Priargunsk,RU,50.3691,119.1012,-15.25,98,74,3.06,broken clouds
395,Canmore,CA,51.0834,-115.3521,17.71,97,97,2.3,overcast clouds
396,Padang,ID,-0.9492,100.3543,78.85,81,100,2.91,overcast clouds
397,Dengzhou,CN,37.8086,120.7508,39.51,47,6,12.59,clear sky
398,Springdale,US,36.1867,-94.1288,44.82,76,100,9.22,overcast clouds
399,Oyama,JP,36.3,139.8,49.59,61,100,5.32,overcast clouds
400,Westport,US,41.1415,-73.3579,38.75,66,0,0.0,clear sky
401,Mao,ES,39.8885,4.2658,55.96,94,0,4.61,clear sky
402,Kaitangata,NZ,-46.2817,169.8464,55.9,62,100,6.87,overcast clouds
403,Maraa,BR,-1.8333,-65.3667,76.62,88,77,3.31,broken clouds
404,Ciudad Bolivar,VE,8.1222,-63.5497,79.79,69,100,7.67,overcast clouds
405,Port Townsend,US,48.117,-122.7605,39.58,79,100,5.01,overcast clouds
406,Porbandar,IN,21.6422,69.6093,69.31,41,0,11.97,clear sky
407,Roma,US,43.2128,-75.4557,33.08,80,0,5.75,clear sky
408,Tarazona,ES,41.9,-1.7333,38.52,85,55,2.15,broken clouds
409,Egvekinot,RU,66.3167,-179.1667,21.92,98,100,2.01,snow
410,Ivdel,RU,60.6911,60.4206,9.54,98,100,1.57,overcast clouds
411,Todos Santos,MX,23.45,-110.2167,76.66,80,95,5.68,overcast clouds
412,Aklavik,CA,68.2191,-135.0107,-12.17,96,57,9.33,broken clouds
413,Poum,NC,-20.2333,164.0167,80.67,82,99,19.28,light rain
414,Ostrovnoy,RU,68.0531,39.5131,23.22,89,100,16.49,overcast clouds
415,Santa Fe,AR,-31.6333,-60.7,84.02,56,0,1.99,light rain
416,Nalut,LY,30.3333,10.85,61.48,28,3,8.97,clear sky
417,Juchipila,MX,21.4167,-103.1167,71.76,33,4,1.14,clear sky
418,Atbasar,KZ,51.8,68.3333,-2.54,99,98,4.18,overcast clouds
419,Brae,GB,60.3964,-1.353,42.1,73,97,9.42,overcast clouds
420,Sitka,US,57.0531,-135.33,33.69,75,0,6.91,clear sky
421,Umea,SE,63.8284,20.2597,22.91,86,75,4.61,broken clouds
422,Vryburg,ZA,-26.9566,24.7284,71.85,23,100,8.48,overcast clouds
423,Kedrovyy,RU,56.1667,91.8167,-14.39,95,6,3.18,clear sky
424,Lisakovsk,KZ,52.5369,62.4936,8.02,97,100,3.0,overcast clouds
425,Hastings,GB,50.8552,0.5729,42.55,86,100,10.92,overcast clouds
426,Thakurgaon,BD,26.0333,88.4667,66.24,62,4,2.3,clear sky
427,Virginia Beach,US,36.8529,-75.978,44.67,69,40,0.0,scattered clouds
428,Te Anau,NZ,-45.4167,167.7167,63.95,50,95,8.84,overcast clouds
429,Svolvaer,NO,68.2342,14.5683,37.38,93,100,20.69,light rain
430,Shimoda,JP,34.6667,138.95,53.96,79,99,15.66,overcast clouds
431,Sorland,NO,67.667,12.6934,42.66,72,99,25.01,overcast clouds
432,Verkhnevilyuysk,RU,63.4453,120.3167,-6.0,93,100,11.81,overcast clouds
433,Chicama,PE,-7.8447,-79.1469,64.94,78,5,5.21,clear sky
434,Sohag,EG,26.557,31.6948,59.29,69,0,10.96,clear sky
435,Camacha,PT,33.0833,-16.3333,58.42,88,40,19.57,scattered clouds
436,Pacific Grove,US,36.6177,-121.9166,55.51,86,0,5.01,clear sky
437,Qiyang,CN,26.5911,111.8474,41.56,77,100,5.08,overcast clouds
438,Kagay,PH,6.0088,120.9074,85.14,70,25,5.14,scattered clouds
439,Karatau,KZ,43.1667,70.4667,22.3,68,100,2.89,overcast clouds
440,Goya,AR,-29.14,-59.2626,76.89,33,0,5.77,clear sky
441,Isiro,CD,2.7739,27.616,67.66,85,100,1.5,overcast clouds
442,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.92,99,100,0.69,overcast clouds
443,Ossora,RU,59.2353,163.0719,17.67,88,100,20.6,light snow
444,Martinsville,US,36.6915,-79.8725,38.17,73,0,0.0,clear sky
445,Haines Junction,CA,60.7522,-137.5108,-2.25,84,42,1.14,scattered clouds
446,Laguna,US,38.421,-121.4238,53.69,91,100,8.05,overcast clouds
447,Heilbad Heiligenstadt,DE,51.3833,10.1333,36.75,97,100,1.99,light snow
448,Chunhuhub,MX,19.55,-88.6833,69.91,99,30,2.82,light rain
449,Opuwo,NA,-18.0607,13.84,67.41,43,31,4.92,scattered clouds
450,Kloulklubed,PW,7.0419,134.2556,82.9,68,98,16.02,overcast clouds
451,Kapuskasing,CA,49.4169,-82.4331,14.09,92,100,5.75,light snow
452,Souillac,MU,-20.5167,57.5167,75.58,78,40,8.05,scattered clouds
453,Saru Dornei,RO,47.2833,25.35,27.39,92,54,1.01,broken clouds
454,Vila Velha,BR,-20.3297,-40.2925,71.94,95,20,3.44,few clouds
455,Omboue,GA,-1.5746,9.2618,76.28,90,100,5.39,overcast clouds
456,Malpe,IN,13.35,74.7167,78.1,78,97,3.89,overcast clouds
457,Oriximina,BR,-1.7656,-55.8661,74.37,90,98,1.39,overcast clouds
458,Alyangula,AU,-13.8483,136.4192,87.33,59,24,5.12,few clouds
459,Wynyard,AU,-41.0,145.7167,67.98,64,93,3.04,light rain
460,Gbarnga,LR,6.9956,-9.4722,70.84,99,94,2.66,moderate rain
461,Huarmey,PE,-10.0681,-78.1522,66.67,82,0,6.11,clear sky
462,Xinyu,CN,27.8043,114.9334,42.84,87,100,2.26,overcast clouds
463,Saravena,CO,6.9538,-71.8752,71.47,97,100,3.09,overcast clouds
464,Lunenburg,CA,44.3835,-64.3155,33.85,77,43,12.66,scattered clouds
465,Luanda,AO,-8.8368,13.2343,76.06,83,100,5.59,overcast clouds
466,Uyuni,BO,-20.4597,-66.825,48.16,55,5,20.56,clear sky
467,Anloga,GH,5.7947,0.8973,80.69,82,33,10.11,scattered clouds
468,Victoria,HK,22.2855,114.1577,65.25,77,100,17.0,overcast clouds
469,Anekal,IN,12.7,77.7,65.71,91,91,8.93,overcast clouds
470,Cabadiangan,PH,9.7531,122.4739,78.84,86,100,6.62,moderate rain
471,Kangaatsiaq,GL,68.3065,-53.4641,27.36,77,100,4.65,overcast clouds
472,Abnub,EG,27.2696,31.1511,57.42,86,0,9.91,clear sky
473,Bijawar,IN,24.6333,79.5,57.85,56,8,2.51,clear sky
474,Belmonte,BR,-15.8631,-38.8828,74.12,79,100,7.87,overcast clouds
475,Mama,RU,58.3106,112.8986,5.49,92,100,24.96,light snow
476,Grand-Bourg,GP,15.8835,-61.3148,71.55,69,9,4.03,clear sky
477,Mazamari,PE,-11.3258,-74.5308,68.76,94,33,2.55,scattered clouds
478,Samarai,PG,-10.6167,150.6667,83.25,69,86,13.73,overcast clouds
479,Karia,NG,11.7306,11.1629,68.7,28,0,9.78,clear sky
480,Pangody,RU,65.85,74.4859,23.16,94,100,16.02,overcast clouds
481,Plouzane,FR,48.3833,-4.6167,39.52,90,100,9.22,overcast clouds
482,Tommot,RU,58.9564,126.2925,7.43,92,100,14.92,light snow
483,Sola,VU,-13.8833,167.55,88.47,66,69,0.0,broken clouds
484,Atar,MR,20.5169,-13.0499,67.03,27,0,2.46,clear sky
485,Ikalamavony,MG,-21.15,46.5833,68.02,84,100,4.52,overcast clouds
486,Quiindy,PY,-25.9667,-57.2667,75.92,61,0,4.52,clear sky
487,Ak-Dovurak,RU,51.1833,90.6,-19.68,94,97,1.12,overcast clouds
488,Princeton,US,25.5384,-80.4089,75.22,79,0,3.44,clear sky
489,Sherbakul,RU,54.6316,72.3963,-6.92,98,10,3.22,clear sky
490,Tuy Hoa,VN,13.0833,109.3,77.23,90,93,8.63,overcast clouds
491,Margate,GB,51.3813,1.3862,42.87,84,100,4.0,overcast clouds
492,Sakit,IN,27.45,78.8167,58.51,46,0,3.31,clear sky
493,Taksimo,RU,56.3444,114.8794,-2.72,84,100,3.31,overcast clouds
494,San Patricio,US,28.017,-97.5169,67.15,83,100,6.98,overcast clouds
495,Tautira,PF,-17.7333,-149.15,78.75,80,74,15.73,light rain
496,Banikoara,BJ,11.2985,2.4386,76.39,28,20,4.03,few clouds
497,Balkanabat,TM,39.5108,54.3671,29.34,54,0,3.33,clear sky
498,Kimbe,PG,-5.5502,150.1429,79.95,88,100,3.87,moderate rain
499,Kutum,SD,14.2,24.6667,59.27,30,50,8.41,scattered clouds
500,Atambua,ID,-9.1061,124.8925,84.56,53,76,3.74,broken clouds
501,Forestville,US,38.8451,-76.875,37.18,68,0,3.44,clear sky
502,Bloomington,US,44.8408,-93.2983,32.47,61,0,11.5,clear sky
503,Quatre Cocos,MU,-20.2078,57.7625,76.08,75,92,14.05,overcast clouds
504,Cajati,BR,-24.7361,-48.1228,72.7,99,100,1.95,moderate rain
505,Veraval,IN,20.9,70.3667,70.74,34,2,12.01,clear sky
506,Druzhba,UA,52.0428,33.9453,17.74,60,35,10.71,scattered clouds
507,Zherdevka,RU,51.8486,41.4606,14.9,67,4,5.08,clear sky
508,Gizo,SB,-8.103,156.8419,82.2,77,100,9.51,moderate rain
509,Matara,LK,5.9485,80.5353,75.92,88,100,2.64,overcast clouds
510,Wenling,CN,28.3669,121.36,49.51,86,100,15.59,overcast clouds
511,Star,US,43.6921,-116.4935,34.34,91,100,4.61,overcast clouds
512,Okha,RU,53.5739,142.9478,-2.81,83,61,20.74,broken clouds
513,Joaima,BR,-16.6542,-41.0306,68.94,97,100,2.51,overcast clouds
514,Zhigalovo,RU,54.8097,105.1578,1.13,97,97,4.14,overcast clouds
515,Mumford,GH,5.2618,-0.759,78.69,88,18,9.24,few clouds
516,Port Hawkesbury,CA,45.6169,-61.3485,36.18,77,100,11.99,overcast clouds
517,San Jeronimo,PE,-11.9472,-75.2829,44.26,95,100,4.88,overcast clouds
518,Talnakh,RU,69.4865,88.3972,24.21,96,100,5.32,snow
519,Lubango,AO,-14.9172,13.4925,62.13,83,99,2.75,overcast clouds
520,Jacareacanga,BR,-6.2222,-57.7528,73.17,97,92,2.01,overcast clouds
521,Acapulco,MX,16.8634,-99.8901,78.64,78,0,6.17,clear sky
522,Kommunar,RU,59.6206,30.39,24.33,94,100,7.99,light snow
523,Marzuq,YE,14.4,46.4667,56.59,42,40,2.42,scattered clouds
524,Tilichiki,RU,60.4667,166.1,7.16,82,100,13.27,light snow
525,Mbandaka,CD,0.0487,18.2603,71.13,97,100,4.12,overcast clouds
526,Ludvika,SE,60.1496,15.1878,17.33,98,90,1.66,overcast clouds
527,Vidyayevo,RU,69.3191,32.8049,14.09,92,40,11.48,scattered clouds
528,Xinqing,CN,48.2333,129.5,0.72,74,10,10.29,clear sky
529,Sorada,IN,19.75,84.4333,68.05,68,7,2.17,clear sky
530,Linden,GY,6.0,-58.3,70.9,99,100,0.98,overcast clouds
531,Durazno,UY,-33.4131,-56.5006,71.4,64,0,13.11,clear sky
532,Ramnagar,IN,29.4,79.1167,56.3,70,0,3.38,clear sky
533,Steamboat Springs,US,40.485,-106.8317,41.0,88,100,3.0,overcast clouds
534,Redmond,US,47.674,-122.1215,38.21,92,100,3.0,snow
535,Pleszew,PL,51.8964,17.7855,31.35,94,98,9.55,overcast clouds
536,Camana,PE,-16.6228,-72.7111,68.47,79,90,5.55,overcast clouds
537,Pedernales,DO,18.0384,-71.744,75.79,74,0,4.97,clear sky
538,Ponta Delgada,PT,37.7333,-25.6667,57.92,82,40,5.75,very heavy rain
539,Cizre,TR,37.3272,42.1903,45.61,93,8,6.91,clear sky
540,Chibuto,MZ,-24.6867,33.5306,73.18,88,0,7.96,clear sky
541,Herzberg,DE,51.6869,13.2202,38.14,100,100,6.91,light intensity drizzle rain
542,Krasnoselkup,RU,65.7,82.4667,21.52,94,100,14.81,overcast clouds
543,Kamenka,RU,51.3223,42.7678,13.98,68,0,4.74,clear sky
544,La Roda,ES,39.2167,-2.15,45.91,82,13,8.05,few clouds
545,Goderich,CA,43.7501,-81.7165,37.9,60,100,21.85,overcast clouds
546,Biloela,AU,-24.4167,150.5,84.11,35,0,7.34,clear sky
547,Gulu,UG,2.7746,32.299,64.2,85,97,1.7,overcast clouds
548,Gerede,TR,40.8008,32.1969,32.86,86,83,1.66,broken clouds
549,Ketchikan,US,55.3422,-131.6461,35.58,69,0,12.66,clear sky
550,Skelleftea,SE,64.7507,20.9528,23.36,100,100,6.91,light snow
551,Byron Bay,AU,-28.65,153.6167,78.94,62,3,9.51,clear sky
552,Iquique,CL,-20.2208,-70.1431,66.24,72,0,1.57,clear sky
553,Suntar,RU,62.1444,117.6319,-7.92,88,100,13.06,overcast clouds
554,Gobabis,NA,-22.45,18.9667,72.93,23,67,10.33,broken clouds
555,Bandarbeyla,SO,9.4942,50.8122,75.04,74,100,15.21,overcast clouds
556,Lilongwe,MW,-13.9669,33.7873,69.75,71,100,2.55,overcast clouds
557,Suzdal,RU,56.4281,40.4414,3.92,92,71,5.17,broken clouds
558,Sukhobuzimskoye,RU,56.5,93.2728,-8.37,97,6,3.27,clear sky
559,Camacupa,AO,-12.0167,17.4833,59.59,98,91,3.15,overcast clouds
560,Weligama,LK,5.9667,80.4167,76.21,87,100,2.21,overcast clouds
561,Urengoy,RU,65.9667,78.3667,25.77,94,100,12.93,overcast clouds
562,Mahbubabad,IN,17.6167,80.0167,68.86,76,7,0.63,clear sky
563,Mikuni,JP,36.2171,136.1519,49.91,60,98,9.95,overcast clouds
564,Batsfjord,NO,70.6345,29.7185,22.93,86,100,18.41,overcast clouds
565,Roebourne,AU,-20.7833,117.1333,98.53,21,13,7.85,few clouds
566,Oktyabrskoye,RU,43.0645,44.7417,24.94,100,97,11.18,overcast clouds
567,Bosaso,SO,11.2842,49.1816,72.32,77,7,3.33,clear sky
568,Ambulu,ID,-8.345,113.6058,84.54,68,47,2.64,scattered clouds
569,Clinton,US,42.587,-82.9199,33.82,57,0,13.8,clear sky
570,Cockburn Town,TC,21.4612,-71.1419,75.16,57,40,6.91,scattered clouds
571,Pahrump,US,36.2083,-115.9839,60.85,52,3,7.0,clear sky
572,Scarborough,GB,54.2797,-0.4044,44.65,86,100,5.99,overcast clouds
573,Ixtapa,MX,20.7,-105.2,78.22,87,37,1.01,scattered clouds
574,Abashiri,JP,44.0213,144.2697,27.95,54,40,4.61,scattered clouds
575,Taltal,CL,-25.4,-70.4833,64.44,78,22,2.24,few clouds
